project_id,project_type,state,district,land_area_acres,affected_families,villages_affected,legal_disputes,ownership_conflicts,pending_court_cases,documentation_completion_pct,missing_documents,compensation_completion_pct,compensation_pending_cases,average_compensation_delay_days,rehabilitation_completion_pct,resettlement_completion_pct,affected_families_rehabilitated,pending_approvals,approval_delay_days,stakeholder_response_delay_days,current_stage,days_in_current_stage,possession_completion_pct,historical_delay_rate,days_remaining_to_target,previous_stage_delay_days,delay_flag,actual_delay_days
BG-42-003562,Highway,Uttar Pradesh,Agra,24.9,3,3,0,0,0,94.39,1,71.75,1,37,83.46,94.6,2,0,0,14,Award,117,100.0,0.3566,106,41,0,0
BG-42-003563,Power Transmission,Maharashtra,Pune,58.46,136,3,0,2,2,100.0,1,72.94,28,29,71.32,59.32,94,1,46,189,Possession,87,100.0,0.4857,7,24,1,160
BG-42-003564,Railway,Uttar Pradesh,Agra,251.76,340,10,3,6,1,88.14,4,0.0,215,150,28.5,39.69,88,1,48,195,Survey,77,20.94,0.5779,227,68,1,377
BG-42-003565,Industrial Corridor,Rajasthan,Jodhpur,25.66,30,3,1,1,0,73.06,2,64.39,8,29,95.65,84.24,28,1,9,14,Possession,64,100.0,0.4989,7,25,0,0
BG-42-003566,Power Transmission,Rajasthan,Jodhpur,65.23,152,5,3,7,3,67.71,5,70.65,27,61,61.7,62.1,93,4,66,157,Rehabilitation & Resettlement,126,78.29,0.7464,268,79,1,325
BG-42-003567,Railway,Tamil Nadu,Chennai,53.31,211,6,1,6,3,93.15,6,75.87,40,0,93.81,100.0,183,1,25,184,Rehabilitation & Resettlement,68,100.0,0.5084,126,49,1,199
BG-42-003568,Highway,Maharashtra,Pune,425.9,528,12,0,11,4,54.08,6,34.5,236,63,31.83,28.68,164,3,42,261,Award,69,24.27,0.6987,223,105,1,271
BG-42-003569,Railway,Rajasthan,Jaipur,55.69,155,6,0,3,0,97.58,0,70.22,36,50,68.98,60.4,96,2,36,96,Rehabilitation & Resettlement,78,91.54,0.1741,77,28,0,0
BG-42-003570,Irrigation,Gujarat,Surat,58.33,100,3,0,2,0,82.36,0,48.25,32,63,35.04,34.26,31,0,0,147,Objections,27,52.14,0.3735,515,55,0,0
BG-42-003571,Railway,Maharashtra,Pune,37.54,60,3,0,1,2,100.0,0,83.27,9,28,97.94,99.12,54,1,54,96,Rehabilitation & Resettlement,49,100.0,0.3246,7,28,0,0
BG-42-003572,Highway,Rajasthan,Jaipur,86.27,148,7,1,10,3,39.6,8,0.0,117,105,0.0,8.84,0,5,66,169,Survey,75,0.0,0.3049,198,106,1,396
BG-42-003573,Irrigation,Maharashtra,Nagpur,106.29,149,6,1,4,2,86.75,5,26.93,65,57,39.36,27.81,55,5,61,136,Objections,127,56.8,0.495,334,80,1,284
BG-42-003574,Industrial Corridor,Uttar Pradesh,Agra,42.15,111,3,1,2,1,71.56,5,23.83,62,86,13.95,4.59,14,2,20,152,Award,87,55.19,0.1223,136,29,1,254
BG-42-003575,Metro,Gujarat,Ahmedabad,188.85,366,7,1,9,1,68.73,6,7.92,312,120,3.02,17.43,11,4,45,268,Objections,56,36.22,0.6029,264,82,1,347
BG-42-003576,Power Transmission,Gujarat,Vadodara,106.36,193,7,2,3,1,97.95,0,14.36,117,72,5.54,5.31,10,2,60,119,Award,76,11.45,0.5615,51,74,1,265
BG-42-003577,Railway,Gujarat,Rajkot,169.27,266,9,2,7,1,72.84,8,55.93,103,80,58.4,59.71,150,6,86,151,Rehabilitation & Resettlement,97,90.18,0.2206,170,103,1,328
BG-42-003578,Irrigation,Telangana,Warangal,65.86,149,5,0,2,0,83.75,1,37.28,63,58,40.22,44.11,60,0,0,117,Objections,85,29.01,0.2175,279,28,0,0
BG-42-003579,Power Transmission,Karnataka,Bengaluru Urban,104.02,156,5,3,2,4,79.81,3,74.49,24,48,69.22,68.21,106,3,56,133,Rehabilitation & Resettlement,124,100.0,0.3875,181,41,0,0
BG-42-003580,Railway,Telangana,Hyderabad,72.21,87,5,0,6,0,60.98,6,2.0,76,39,0.0,7.99,0,4,61,74,Notification,69,3.64,0.2397,207,51,0,0
BG-42-003581,Railway,Tamil Nadu,Salem,274.83,309,10,2,5,0,61.71,4,39.13,106,42,43.72,47.02,126,2,59,129,Rehabilitation & Resettlement,81,30.99,0.5178,24,60,1,306
BG-42-003582,Railway,Tamil Nadu,Coimbatore,93.97,158,7,0,3,2,87.12,2,85.4,21,16,46.03,44.51,67,1,0,91,Rehabilitation & Resettlement,64,89.99,0.3878,123,42,0,0
BG-42-003583,Industrial Corridor,Telangana,Hyderabad,86.23,109,6,1,5,2,71.02,7,56.93,43,66,54.05,40.08,58,4,20,80,Award,91,75.49,0.095,107,73,1,246
BG-42-003584,Industrial Corridor,Tamil Nadu,Salem,59.35,51,4,0,0,0,84.73,1,52.21,21,34,73.93,80.12,38,1,0,46,Rehabilitation & Resettlement,43,63.49,0.4808,7,17,0,0
BG-42-003585,Metro,Maharashtra,Thane,56.67,5,6,0,1,1,80.02,3,100.0,0,0,96.71,100.0,5,0,43,0,Possession,120,100.0,0.1764,64,13,0,0
BG-42-003586,Irrigation,Gujarat,Vadodara,103.56,196,8,0,3,0,85.48,4,93.09,12,2,97.51,100.0,179,4,14,121,Rehabilitation & Resettlement,84,100.0,0.3203,108,80,0,0
BG-42-003587,Metro,Gujarat,Ahmedabad,164.95,170,5,0,3,0,74.84,4,23.41,120,104,45.08,25.38,71,3,23,137,Award,43,15.15,0.2187,187,49,1,214
BG-42-003588,Power Transmission,Rajasthan,Jaipur,49.52,93,4,0,3,1,74.89,5,20.36,42,87,17.76,25.72,16,4,60,113,Award,82,46.66,0.4292,298,47,1,221
BG-42-003589,Industrial Corridor,Karnataka,Bengaluru Urban,94.75,210,7,1,3,2,58.91,5,72.75,51,28,72.96,76.37,138,5,118,154,Rehabilitation & Resettlement,105,76.4,0.4725,341,39,0,0
BG-42-003590,Metro,Gujarat,Ahmedabad,99.22,189,6,1,4,0,68.16,4,0.0,171,90,34.92,33.4,63,3,43,161,Objections,47,39.0,0.302,212,79,1,261
BG-42-003591,Highway,Karnataka,Belagavi,114.06,250,6,1,3,3,85.64,7,94.74,8,0,87.14,74.63,214,2,45,145,Rehabilitation & Resettlement,79,100.0,0.6203,183,45,0,0
BG-42-003592,Industrial Corridor,Rajasthan,Jodhpur,21.85,32,4,0,4,0,68.24,3,22.12,20,49,1.22,0.0,0,5,91,49,Objections,80,19.32,0.2446,192,50,1,205
BG-42-003593,Industrial Corridor,Rajasthan,Udaipur,40.86,160,5,3,5,2,82.84,3,67.12,46,28,64.95,66.64,102,2,35,139,Rehabilitation & Resettlement,149,93.73,0.2892,222,104,1,235
BG-42-003594,Highway,Telangana,Hyderabad,28.71,64,3,3,3,2,46.7,7,0.0,36,96,0.0,0.0,0,4,107,157,Notification,95,0.0,0.3562,324,97,1,382
BG-42-003595,Power Transmission,Madhya Pradesh,Jabalpur,87.91,130,6,0,3,1,100.0,2,5.71,82,103,0.0,14.47,0,1,3,69,Notification,21,0.0,0.5815,285,60,1,138
BG-42-003596,Metro,Karnataka,Kalaburagi,41.65,75,5,0,0,0,100.0,0,95.71,3,3,90.65,75.86,67,1,33,48,Possession,23,100.0,0.1784,180,20,0,0
BG-42-003597,Railway,Maharashtra,Pune,57.57,54,4,0,0,0,65.38,2,83.21,6,0,66.12,63.37,35,2,79,72,Rehabilitation & Resettlement,77,96.19,0.1815,34,84,1,142
BG-42-003598,Power Transmission,Rajasthan,Kota,32.94,95,3,0,3,1,92.66,2,65.54,20,25,81.48,66.52,76,2,20,135,Possession,64,100.0,0.6589,20,76,0,0
BG-42-003599,Railway,Madhya Pradesh,Jabalpur,62.02,73,4,2,2,0,89.83,2,83.22,12,23,83.32,68.19,54,1,32,78,Possession,52,100.0,0.3247,153,45,0,0
BG-42-003600,Industrial Corridor,Karnataka,Bengaluru Urban,34.84,78,3,0,4,2,70.15,4,15.97,42,69,16.81,5.73,13,2,24,155,Award,33,32.55,0.2332,69,35,1,235
BG-42-003601,Industrial Corridor,Uttar Pradesh,Kanpur Nagar,157.01,266,8,1,9,1,78.81,5,37.31,136,59,62.57,46.34,163,5,73,160,Objections,76,65.17,0.635,194,76,1,259
BG-42-003602,Highway,Uttar Pradesh,Agra,125.64,301,5,3,8,4,59.3,8,14.2,221,97,4.3,6.72,12,5,81,286,Survey,153,4.53,0.3353,298,92,1,429
BG-42-003603,Railway,Tamil Nadu,Salem,96.56,96,6,1,2,1,87.59,2,65.77,18,19,64.09,55.68,60,2,52,61,Award,81,99.99,0.0584,136,39,0,0
BG-42-003604,Highway,Gujarat,Surat,67.25,177,5,2,5,4,84.77,5,9.55,122,113,39.22,28.46,67,0,24,171,Survey,66,19.47,0.7527,269,50,0,0
BG-42-003605,Highway,Tamil Nadu,Chennai,16.77,74,3,0,5,2,100.0,2,65.8,14,17,73.47,71.19,48,1,26,154,Possession,45,100.0,0.6222,117,112,0,0
BG-42-003606,Industrial Corridor,Uttar Pradesh,Lucknow,59.35,29,7,1,6,0,77.67,2,0.0,26,97,0.0,0.0,0,3,50,61,Notification,59,0.0,0.1908,295,109,1,340
BG-42-003607,Highway,Telangana,Karimnagar,46.56,83,4,0,3,1,56.25,5,3.25,51,63,0.0,0.0,0,2,31,98,Survey,92,5.56,0.6461,380,34,0,0
BG-42-003608,Irrigation,Uttar Pradesh,Varanasi,104.36,50,5,1,2,2,76.1,4,16.39,37,59,36.77,31.46,17,2,41,77,Objections,72,37.82,0.5592,225,27,0,0
BG-42-003609,Railway,Maharashtra,Nashik,140.58,195,6,3,5,4,69.42,5,0.0,108,120,0.0,0.98,0,2,54,125,Survey,109,5.05,0.2399,247,63,1,345
BG-42-003610,Railway,Madhya Pradesh,Bhopal,111.02,103,6,1,1,0,83.69,0,0.0,73,104,3.49,6.41,3,3,45,86,Survey,126,0.0,0.3525,123,34,1,241
BG-42-003611,Irrigation,Tamil Nadu,Salem,235.2,303,9,1,7,1,63.06,6,47.18,144,74,12.58,2.32,38,1,40,168,Compensation,105,55.4,0.5906,302,71,1,324
BG-42-003612,Metro,Telangana,Warangal,54.34,47,6,1,1,1,56.42,3,0.0,43,109,0.0,11.14,0,1,24,59,Objections,60,0.0,0.3345,405,29,1,257
BG-42-003613,Industrial Corridor,Telangana,Nizamabad,52.57,114,5,2,4,1,70.23,4,40.61,60,27,61.25,59.13,65,3,68,113,Compensation,88,70.24,0.2761,354,102,0,0
BG-42-003614,Industrial Corridor,Rajasthan,Udaipur,196.43,324,7,1,4,0,100.0,3,100.0,0,20,100.0,100.0,303,1,34,183,Possession,38,100.0,0.3888,246,58,0,0
BG-42-003615,Irrigation,Maharashtra,Nagpur,97.8,181,6,0,5,0,74.2,4,48.74,65,49,71.24,70.04,116,2,61,153,Compensation,80,53.16,0.6213,39,134,0,0
BG-42-003616,Highway,Madhya Pradesh,Gwalior,70.27,172,5,0,3,2,89.77,3,24.82,108,46,56.78,61.38,90,1,0,169,Compensation,61,54.2,0.3007,50,32,0,0
BG-42-003617,Highway,Gujarat,Vadodara,375.11,819,9,1,7,2,85.61,5,8.63,488,70,0.0,0.0,0,0,16,360,Objections,55,7.19,0.7929,202,78,1,297
BG-42-003618,Irrigation,Uttar Pradesh,Kanpur Nagar,135.94,170,8,1,3,3,51.42,6,0.0,155,71,0.0,0.0,0,2,46,92,Survey,82,12.59,0.1759,203,81,1,271
BG-42-003619,Highway,Telangana,Karimnagar,73.52,82,5,1,0,1,79.04,1,20.66,37,82,33.05,26.18,27,1,41,83,Objections,68,23.89,0.3275,262,21,1,278
BG-42-003620,Industrial Corridor,Telangana,Nizamabad,49.46,37,5,0,1,1,100.0,2,100.0,0,23,100.0,87.72,33,0,0,36,Possession,63,100.0,0.257,135,17,0,0
BG-42-003621,Industrial Corridor,Telangana,Karimnagar,247.45,490,9,0,7,2,95.94,6,43.26,190,51,44.97,45.14,205,3,65,241,Compensation,104,74.12,0.3117,105,99,1,347
BG-42-003622,Industrial Corridor,Karnataka,Bengaluru Urban,101.05,190,6,1,2,1,68.28,3,37.7,81,27,19.38,17.19,37,3,15,121,Objections,70,34.69,0.6691,172,77,0,0
BG-42-003623,Power Transmission,Gujarat,Vadodara,87.32,190,4,1,7,1,100.0,2,64.94,55,34,73.76,63.7,125,1,30,244,Award,42,73.86,0.711,316,54,1,234
BG-42-003624,Irrigation,Tamil Nadu,Madurai,147.09,115,7,0,2,0,75.93,2,61.71,27,7,58.67,60.95,62,1,49,93,Rehabilitation & Resettlement,40,80.18,0.3068,7,97,0,0
BG-42-003625,Highway,Maharashtra,Pune,173.13,287,10,0,3,0,100.0,3,40.44,120,94,66.81,71.09,171,3,44,108,Compensation,156,84.18,0.662,251,33,1,218
BG-42-003626,Industrial Corridor,Tamil Nadu,Coimbatore,132.94,251,8,1,5,2,91.35,3,23.28,110,90,17.0,0.0,38,4,56,142,Compensation,88,45.1,0.4185,160,59,0,0
BG-42-003627,Industrial Corridor,Maharashtra,Thane,173.67,224,7,1,1,4,55.7,3,93.9,13,31,91.51,97.71,194,1,46,138,Possession,55,100.0,0.3152,130,48,0,0
BG-42-003628,Railway,Maharashtra,Nagpur,122.87,106,6,1,2,1,95.84,0,79.78,17,0,80.29,83.33,84,3,49,91,Compensation,87,100.0,0.4254,186,36,0,0
BG-42-003629,Irrigation,Gujarat,Rajkot,133.47,201,4,0,4,1,76.95,4,57.73,52,57,78.83,64.14,158,2,5,157,Compensation,92,100.0,0.4599,142,57,0,0
BG-42-003630,Metro,Rajasthan,Jaipur,47.69,106,4,2,3,2,66.66,5,9.71,88,92,3.12,0.0,3,2,58,124,Survey,73,0.0,0.1747,255,50,1,289
BG-42-003631,Highway,Uttar Pradesh,Lucknow,364.41,842,10,3,13,3,75.4,8,3.43,584,94,3.14,0.0,23,4,62,397,Survey,144,0.0,0.5568,15,146,1,481
BG-42-003632,Power Transmission,Karnataka,Kalaburagi,31.91,51,4,0,2,1,100.0,1,100.0,0,13,89.04,79.28,44,0,21,86,Possession,54,100.0,0.272,244,40,0,0
BG-42-003633,Irrigation,Telangana,Warangal,109.67,221,6,0,4,0,82.57,4,16.88,118,31,51.39,61.57,104,1,36,194,Compensation,57,70.71,0.7064,52,38,1,295
BG-42-003634,Highway,Gujarat,Rajkot,29.39,74,5,0,1,0,100.0,2,54.85,27,44,73.31,67.17,52,2,56,55,Award,66,60.79,0.0,374,31,0,0
BG-42-003635,Power Transmission,Rajasthan,Udaipur,79.16,138,4,0,1,0,92.8,0,60.65,50,30,76.21,55.74,100,2,42,180,Compensation,49,72.83,0.0708,253,44,0,0
BG-42-003636,Highway,Karnataka,Mysuru,54.22,114,5,2,1,0,69.5,2,0.0,73,83,4.95,0.45,5,0,36,53,Notification,103,0.0,0.3467,330,52,0,0
BG-42-003637,Highway,Maharashtra,Thane,95.45,186,6,0,4,3,100.0,1,72.63,28,10,52.5,45.6,92,2,30,140,Rehabilitation & Resettlement,24,99.75,0.3999,48,34,0,0
BG-42-003638,Highway,Maharashtra,Thane,112.55,91,5,1,1,0,78.48,2,10.81,69,73,20.4,12.64,17,3,72,74,Survey,69,11.96,0.405,179,37,0,0
BG-42-003639,Power Transmission,Maharashtra,Pune,39.84,51,6,3,3,3,64.26,3,44.02,22,58,46.09,46.63,21,5,108,74,Rehabilitation & Resettlement,125,73.8,0.271,218,70,1,334
BG-42-003640,Highway,Madhya Pradesh,Bhopal,83.64,222,6,0,4,0,80.61,3,66.08,62,40,35.32,21.96,73,1,38,182,Compensation,65,59.7,0.4283,153,28,1,233
BG-42-003641,Highway,Tamil Nadu,Chennai,261.11,404,7,0,6,2,76.78,6,2.23,300,77,48.24,60.44,184,2,47,272,Objections,59,25.25,0.4732,312,51,0,0
BG-42-003642,Power Transmission,Gujarat,Vadodara,29.97,69,5,1,3,2,79.05,1,4.0,50,34,7.0,3.98,4,1,13,93,Notification,50,0.0,0.1168,345,42,0,0
BG-42-003643,Railway,Madhya Pradesh,Bhopal,43.24,117,3,1,2,1,61.34,3,52.17,48,38,63.7,61.96,71,2,63,158,Rehabilitation & Resettlement,148,66.94,0.3023,199,61,0,0
BG-42-003644,Highway,Madhya Pradesh,Indore,170.48,242,6,0,3,1,85.77,1,48.36,90,44,47.45,41.89,113,0,21,161,Survey,35,34.14,0.422,342,93,0,0
BG-42-003645,Highway,Tamil Nadu,Coimbatore,91.11,180,7,0,1,1,55.33,6,0.0,138,84,0.0,10.44,0,6,31,75,Notification,168,0.0,0.237,209,48,1,250
BG-42-003646,Power Transmission,Uttar Pradesh,Lucknow,96.63,198,6,1,3,0,80.38,3,77.71,30,60,50.29,42.75,91,5,101,135,Rehabilitation & Resettlement,71,81.09,0.616,70,43,0,0
BG-42-003647,Industrial Corridor,Uttar Pradesh,Kanpur Nagar,194.0,250,8,0,3,3,84.02,3,27.21,155,46,0.0,0.0,0,4,53,132,Objections,61,29.77,0.2501,322,109,0,0
BG-42-003648,Power Transmission,Maharashtra,Nagpur,45.37,93,6,1,3,2,50.31,4,57.26,31,18,36.55,37.37,30,6,92,57,Award,108,57.56,0.2436,244,48,1,247
BG-42-003649,Highway,Telangana,Karimnagar,56.52,122,6,1,1,2,86.75,1,1.72,103,105,34.64,30.84,40,0,11,97,Objections,66,17.69,0.4868,125,32,0,0
BG-42-003650,Metro,Rajasthan,Jodhpur,51.21,108,4,1,3,0,58.33,1,90.71,6,20,86.43,88.96,84,1,41,106,Rehabilitation & Resettlement,42,99.43,0.3293,406,41,0,0
BG-42-003651,Power Transmission,Tamil Nadu,Madurai,64.81,95,6,1,0,1,78.53,2,26.97,46,85,29.37,34.33,25,3,58,69,Objections,98,11.03,0.7817,239,69,1,290
BG-42-003652,Highway,Rajasthan,Kota,250.04,341,6,2,6,2,90.57,2,0.0,292,54,0.0,3.85,0,4,67,254,Survey,146,0.0,0.1836,280,134,1,398
BG-42-003653,Highway,Gujarat,Surat,21.96,49,3,3,0,1,100.0,0,28.77,22,65,25.89,23.06,12,1,9,35,Objections,71,39.35,0.2805,297,44,0,0
BG-42-003654,Railway,Maharashtra,Nagpur,32.94,71,4,1,5,2,71.83,5,7.86,41,93,19.23,15.15,12,2,70,89,Survey,71,9.78,0.4906,176,86,1,303
BG-42-003655,Railway,Gujarat,Rajkot,28.72,88,5,2,1,2,73.71,1,0.91,80,82,18.82,17.88,15,2,42,59,Objections,167,30.57,0.1792,94,35,1,302
BG-42-003656,Highway,Telangana,Hyderabad,262.79,269,8,0,3,0,74.76,3,7.07,210,104,24.76,19.51,65,1,0,133,Notification,61,23.17,0.7858,309,46,1,338
BG-42-003657,Irrigation,Gujarat,Vadodara,52.38,72,3,0,4,1,74.96,4,0.0,53,66,0.0,0.0,0,0,56,149,Survey,318,0.94,0.125,140,93,1,376
BG-42-003658,Metro,Rajasthan,Jaipur,65.93,170,3,0,3,1,91.77,6,47.67,71,81,54.99,54.25,92,1,41,224,Award,52,69.12,0.1894,190,41,0,0
BG-42-003659,Industrial Corridor,Maharashtra,Thane,23.53,17,4,0,4,2,89.1,2,100.0,0,0,98.57,100.0,16,0,0,41,Possession,37,100.0,0.3247,138,65,0,0
BG-42-003660,Highway,Gujarat,Vadodara,69.41,108,5,3,2,3,67.41,4,0.0,71,107,0.0,2.06,0,4,52,108,Notification,99,12.84,0.7145,423,59,1,274
BG-42-003661,Industrial Corridor,Telangana,Hyderabad,171.27,321,6,0,2,0,54.18,4,0.0,203,69,0.0,0.0,0,3,43,230,Survey,110,0.0,0.564,184,45,1,290
BG-42-003662,Industrial Corridor,Uttar Pradesh,Varanasi,104.83,35,5,0,1,1,88.4,0,66.16,9,25,61.38,60.08,20,3,69,27,Possession,26,87.69,0.4689,94,69,0,0
BG-42-003663,Irrigation,Rajasthan,Jodhpur,78.55,49,6,0,1,1,90.31,1,86.96,4,47,77.02,82.36,34,2,9,40,Possession,28,100.0,0.4682,328,34,0,0
BG-42-003664,Railway,Rajasthan,Jaipur,24.49,88,5,3,4,2,100.0,3,45.56,32,51,40.8,37.44,35,3,61,87,Compensation,159,81.34,0.417,203,63,1,267
BG-42-003665,Power Transmission,Maharashtra,Thane,65.87,141,5,1,3,4,89.66,3,77.76,28,27,57.13,56.55,79,0,39,137,Objections,121,95.3,0.4403,219,90,0,0
BG-42-003666,Railway,Tamil Nadu,Coimbatore,96.31,157,7,0,4,0,77.52,5,33.05,61,83,25.62,52.06,40,0,0,125,Award,81,55.79,0.2533,53,29,0,0
BG-42-003667,Industrial Corridor,Telangana,Hyderabad,38.73,124,4,5,4,6,84.7,2,3.69,91,92,31.61,44.57,37,5,84,149,Survey,153,22.97,0.7276,203,160,1,485
BG-42-003668,Irrigation,Madhya Pradesh,Jabalpur,144.59,316,7,1,3,1,100.0,1,0.0,221,105,15.23,13.33,45,0,10,183,Survey,50,31.41,0.1451,255,46,0,0
BG-42-003669,Industrial Corridor,Tamil Nadu,Coimbatore,173.83,181,9,0,2,0,82.27,0,56.14,63,34,27.84,31.76,46,2,26,65,Award,117,60.31,0.232,378,37,0,0
BG-42-003670,Industrial Corridor,Uttar Pradesh,Varanasi,56.1,48,5,0,0,0,100.0,0,78.66,6,0,78.97,75.3,34,1,28,6,Compensation,113,92.44,0.2167,85,43,0,0
BG-42-003671,Irrigation,Madhya Pradesh,Bhopal,153.03,333,7,1,5,5,95.51,5,71.73,74,49,72.74,68.51,214,0,0,206,Objections,57,81.92,0.2893,342,68,0,0
BG-42-003672,Irrigation,Karnataka,Kalaburagi,78.43,96,5,0,1,1,77.46,2,80.75,16,65,55.28,61.19,48,2,42,54,Compensation,19,68.47,0.4261,374,31,0,0
BG-42-003673,Highway,Tamil Nadu,Coimbatore,214.37,385,9,0,7,1,74.22,6,55.12,122,63,47.44,53.18,167,4,52,214,Objections,68,48.62,0.2721,93,68,1,229
BG-42-003674,Highway,Maharashtra,Nashik,435.86,324,11,2,4,3,60.32,6,37.74,129,71,46.47,50.05,133,3,65,109,Objections,79,61.13,0.3708,156,100,1,295
BG-42-003675,Industrial Corridor,Karnataka,Kalaburagi,35.7,80,5,1,2,1,100.0,1,94.88,3,4,89.96,86.49,70,2,19,65,Rehabilitation & Resettlement,108,100.0,0.4663,268,131,0,0
BG-42-003676,Irrigation,Gujarat,Vadodara,158.47,258,7,0,4,2,100.0,4,100.0,0,10,81.73,94.75,194,0,0,153,Possession,12,100.0,0.4454,142,62,0,0
BG-42-003677,Metro,Tamil Nadu,Chennai,243.22,436,6,1,9,1,78.04,6,29.86,290,82,0.0,0.0,0,2,27,276,Objections,41,37.41,0.4681,214,88,1,272
BG-42-003678,Railway,Madhya Pradesh,Jabalpur,39.39,49,4,2,1,1,86.72,0,73.56,8,14,95.15,94.26,45,1,33,37,Compensation,66,100.0,0.4366,233,40,0,0
BG-42-003679,Metro,Madhya Pradesh,Jabalpur,54.05,64,5,0,1,2,100.0,1,22.09,28,25,40.78,29.89,23,1,12,62,Objections,15,20.55,0.1321,37,19,1,211
BG-42-003680,Highway,Madhya Pradesh,Indore,53.57,69,5,0,1,0,77.65,4,11.56,48,47,7.98,7.22,5,1,0,90,Notification,120,40.69,0.3923,331,22,0,0
BG-42-003681,Highway,Gujarat,Ahmedabad,77.0,171,5,1,3,2,74.3,1,48.7,59,38,74.48,70.47,126,4,44,175,Rehabilitation & Resettlement,90,81.65,0.383,24,90,1,327
BG-42-003682,Highway,Gujarat,Ahmedabad,64.39,48,7,0,1,1,100.0,0,37.05,26,49,35.33,44.6,15,2,21,41,Survey,94,34.01,0.7494,264,40,0,0
BG-42-003683,Highway,Rajasthan,Udaipur,73.07,135,4,0,1,1,96.5,2,45.85,65,40,48.85,47.17,64,0,45,131,Award,52,57.8,0.2547,175,32,0,0
BG-42-003684,Industrial Corridor,Madhya Pradesh,Bhopal,167.4,323,5,2,12,0,91.22,7,9.76,200,86,31.67,41.19,98,3,76,344,Award,99,46.49,0.3339,105,98,1,474
BG-42-003685,Railway,Maharashtra,Nagpur,18.79,3,2,0,1,1,81.71,2,4.77,3,63,14.62,11.51,0,1,21,0,Survey,79,11.21,0.5382,152,44,0,0
BG-42-003686,Highway,Gujarat,Rajkot,39.29,66,4,2,1,0,68.4,2,0.0,45,98,0.0,0.0,0,2,44,40,Survey,143,10.04,0.3647,375,38,1,327
BG-42-003687,Metro,Karnataka,Mysuru,146.34,278,8,0,8,2,99.69,4,37.75,105,48,47.22,48.99,127,2,53,174,Objections,101,21.89,0.3792,350,78,0,0
BG-42-003688,Railway,Tamil Nadu,Chennai,133.25,211,5,0,4,1,84.4,3,97.86,3,0,91.63,73.18,181,2,33,172,Possession,111,100.0,0.4628,7,103,0,0
BG-42-003689,Railway,Tamil Nadu,Madurai,36.71,25,3,1,1,2,91.61,2,62.13,8,40,64.21,59.86,15,3,51,52,Compensation,52,68.17,0.2907,172,48,0,0
BG-42-003690,Railway,Rajasthan,Kota,133.99,325,7,0,9,4,76.59,6,67.68,96,19,60.18,60.31,180,1,0,215,Award,152,79.88,0.1327,97,104,1,226
BG-42-003691,Highway,Telangana,Hyderabad,247.52,194,9,1,2,1,79.81,5,13.9,145,104,10.14,26.71,18,1,48,103,Notification,50,20.38,0.4225,357,56,1,231
BG-42-003692,Industrial Corridor,Maharashtra,Nagpur,82.33,222,4,1,4,1,77.74,4,40.33,119,49,52.26,55.78,105,2,30,218,Compensation,75,74.98,0.3121,201,90,0,0
BG-42-003693,Highway,Rajasthan,Jaipur,38.23,46,2,1,1,1,80.58,1,0.0,31,88,1.46,0.0,1,0,0,69,Survey,49,9.39,0.548,272,34,0,0
BG-42-003694,Highway,Karnataka,Mysuru,172.43,241,6,0,1,0,76.43,1,67.74,69,58,80.66,73.64,179,3,44,168,Compensation,63,59.98,0.291,109,21,1,118
BG-42-003695,Highway,Maharashtra,Nashik,339.83,561,10,1,4,1,95.27,1,75.37,122,17,60.03,49.42,306,0,45,244,Rehabilitation & Resettlement,109,99.74,0.5163,22,96,0,0
BG-42-003696,Railway,Uttar Pradesh,Agra,42.14,10,5,0,2,0,87.31,3,53.07,4,60,42.19,44.25,4,3,48,37,Award,131,44.69,0.4471,271,36,0,0
BG-42-003697,Highway,Rajasthan,Udaipur,88.36,167,5,0,4,1,80.74,3,21.35,119,59,23.97,29.82,35,5,50,178,Objections,166,39.31,0.1133,32,45,0,0
BG-42-003698,Railway,Karnataka,Belagavi,204.82,247,9,1,6,5,77.04,0,0.0,168,128,0.0,0.0,0,1,22,150,Notification,99,7.22,0.631,472,105,1,309
BG-42-003699,Highway,Uttar Pradesh,Varanasi,93.91,113,6,0,1,0,71.68,2,6.1,77,71,0.0,7.65,0,1,34,72,Notification,48,8.56,0.2164,148,17,1,255
BG-42-003700,Highway,Madhya Pradesh,Bhopal,21.16,11,3,2,3,5,64.74,6,49.18,4,35,32.79,23.98,3,1,47,38,Award,59,49.59,0.3047,60,76,1,268
BG-42-003701,Irrigation,Tamil Nadu,Chennai,122.09,195,4,1,1,3,80.65,1,87.18,19,40,94.9,86.25,163,0,8,151,Possession,59,100.0,0.2963,143,45,0,0
BG-42-003702,Railway,Madhya Pradesh,Gwalior,39.13,40,3,0,2,0,85.73,0,21.84,18,108,36.59,25.3,15,2,0,64,Objections,71,43.79,0.6577,92,24,0,0
BG-42-003703,Highway,Telangana,Warangal,30.98,46,6,3,4,3,56.24,4,43.32,15,75,60.27,54.06,25,4,79,61,Compensation,132,79.27,0.2819,198,77,1,316
BG-42-003704,Metro,Tamil Nadu,Madurai,21.49,49,3,1,3,1,81.16,4,62.02,11,35,78.55,77.09,38,2,48,73,Compensation,55,89.78,0.3018,176,42,0,0
BG-42-003705,Highway,Rajasthan,Kota,221.92,529,7,0,3,2,79.91,2,6.17,319,55,0.0,7.91,0,1,25,262,Notification,83,11.11,0.1576,271,23,0,0
